matricula,nome,materia,fase de nota,av1,av2,nl,nota da fase
2026056,eduarda ferreira 66,FILOSOFIA,2 bimestre,7.8,7.6,1.1,7.1
2026056,eduarda ferreira 66,GEOGRAFIA,1 bimestre,8.9,8.0,1.5,8.2
2026056,eduarda ferreira 66,GEOGRAFIA,2 bimestre,9.0,8.0,0.9,8.5
2026056,eduarda ferreira 66,HISTÓRIA,1 bimestre,9.1,8.0,1.9,7.1
2026056,eduarda ferreira 66,HISTÓRIA,2 bimestre,8.3,9.9,1.3,8.3
2026056,eduarda ferreira 66,MATEMÁTICA,1 bimestre,8.7,8.7,1.6,7.4
2026056,eduarda ferreira 66,MATEMÁTICA,2 bimestre,7.8,8.7,1.8,8.7
2026057,lucas silva 64,ARTE,1 bimestre,9.3,9.3,0.7,9.7
2026057,lucas silva 64,ARTE,2 bimestre,8.5,9.5,1.0,9.7
2026057,lucas silva 64,CIÊNCIAS,1 bimestre,8.2,7.0,1.9,7.3
2026057,lucas silva 64,CIÊNCIAS,2 bimestre,8.0,9.9,1.9,8.7
2026057,lucas silva 64,COOPERATIVISMO,1 bimestre,8.9,8.3,0.9,8.0
2026057,lucas silva 64,COOPERATIVISMO,2 bimestre,9.0,9.3,1.7,9.4
2026057,lucas silva 64,EDUCAÇÃO FÍSICA,1 bimestre,7.3,8.5,0.6,8.6
2026057,lucas silva 64,EDUCAÇÃO FÍSICA,2 bimestre,8.3,9.7,1.0,7.4
2026057,lucas silva 64,FILOSOFIA,1 bimestre,7.4,9.3,1.4,7.3
2026057,lucas silva 64,FILOSOFIA,2 bimestre,7.3,9.1,0.6,9.5
2026057,lucas silva 64,GEOGRAFIA,1 bimestre,9.1,7.2,0.6,10.0
2026057,lucas silva 64,GEOGRAFIA,2 bimestre,8.1,8.1,1.7,9.8
2026057,lucas silva 64,HISTÓRIA,1 bimestre,10.0,9.3,1.1,7.3
2026057,lucas silva 64,HISTÓRIA,2 bimestre,9.3,8.7,1.1,9.7
2026057,lucas silva 64,MATEMÁTICA,1 bimestre,7.3,8.5,0.5,8.4
2026057,lucas silva 64,MATEMÁTICA,2 bimestre,7.2,7.4,0.7,8.9
2026058,ana oliveira 86,ARTE,1 bimestre,7.7,8.2,1.2,7.2
2026058,ana oliveira 86,ARTE,2 bimestre,8.6,8.3,1.7,9.9
2026058,ana oliveira 86,CIÊNCIAS,1 bimestre,8.7,8.0,0.6,9.8
2026058,ana oliveira 86,CIÊNCIAS,2 bimestre,9.8,7.8,1.5,7.2
2026058,ana oliveira 86,COOPERATIVISMO,1 bimestre,7.5,7.7,0.9,10.0
2026058,ana oliveira 86,COOPERATIVISMO,2 bimestre,9.1,8.2,1.6,9.7
2026058,ana oliveira 86,EDUCAÇÃO FÍSICA,1 bimestre,9.9,7.2,1.1,7.3
2026058,ana oliveira 86,EDUCAÇÃO FÍSICA,2 bimestre,8.0,7.5,1.5,8.2
2026058,ana oliveira 86,FILOSOFIA,1 bimestre,7.7,7.8,1.0,7.8
2026058,ana oliveira 86,FILOSOFIA,2 bimestre,8.4,7.1,0.9,8.2
2026058,ana oliveira 86,GEOGRAFIA,1 bimestre,8.8,7.8,0.7,7.2
2026058,ana oliveira 86,GEOGRAFIA,2 bimestre,9.8,8.2,1.4,9.8
2026058,ana oliveira 86,HISTÓRIA,1 bimestre,7.2,9.6,1.3,7.5
2026058,ana oliveira 86,HISTÓRIA,2 bimestre,8.2,9.3,1.2,10.0
2026058,ana oliveira 86,MATEMÁTICA,1 bimestre,8.1,9.2,1.1,9.5
2026058,ana oliveira 86,MATEMÁTICA,2 bimestre,8.7,7.2,0.6,7.4
2026059,otávio alves 15,ARTE,1 bimestre,9.1,8.6,1.6,9.7
2026059,otávio alves 15,ARTE,2 bimestre,8.8,9.2,1.6,8.1
2026059,otávio alves 15,CIÊNCIAS,1 bimestre,7.7,7.6,0.9,7.8
2026059,otávio alves 15,CIÊNCIAS,2 bimestre,7.6,9.6,1.6,7.1
2026059,otávio alves 15,COOPERATIVISMO,1 bimestre,7.8,7.1,1.2,8.4
2026059,otávio alves 15,COOPERATIVISMO,2 bimestre,9.5,7.9,1.7,9.9
2026059,otávio alves 15,EDUCAÇÃO FÍSICA,1 bimestre,7.3,9.4,1.4,8.4
2026059,otávio alves 15,EDUCAÇÃO FÍSICA,2 bimestre,8.3,9.4,1.5,9.4
2026059,otávio alves 15,FILOSOFIA,1 bimestre,9.7,8.9,2.0,8.8
2026059,otávio alves 15,FILOSOFIA,2 bimestre,8.9,8.7,0.6,9.2
2026059,otávio alves 15,GEOGRAFIA,1 bimestre,8.6,8.4,1.9,7.9
2026059,otávio alves 15,GEOGRAFIA,2 bimestre,8.6,9.1,1.7,8.4
2026059,otávio alves 15,HISTÓRIA,1 bimestre,9.5,9.3,0.6,7.1
2026059,otávio alves 15,HISTÓRIA,2 bimestre,8.9,8.0,0.8,8.7
2026059,otávio alves 15,MATEMÁTICA,1 bimestre,8.0,8.6,1.2,8.8
2026059,otávio alves 15,MATEMÁTICA,2 bimestre,8.2,9.1,0.8,9.1
2026060,carla oliveira 36,ARTE,1 bimestre,9.0,7.5,0.8,7.1
2026060,carla oliveira 36,ARTE,2 bimestre,7.5,7.8,0.8,7.3
2026060,carla oliveira 36,CIÊNCIAS,1 bimestre,7.4,8.4,0.8,8.1
2026060,carla oliveira 36,CIÊNCIAS,2 bimestre,8.5,9.1,0.6,9.4
2026060,carla oliveira 36,COOPERATIVISMO,1 bimestre,8.9,7.2,1.8,9.8
2026060,carla oliveira 36,COOPERATIVISMO,2 bimestre,7.2,7.8,1.7,9.2
2026060,carla oliveira 36,EDUCAÇÃO FÍSICA,1 bimestre,7.6,7.6,1.1,8.5
2026060,carla oliveira 36,EDUCAÇÃO FÍSICA,2 bimestre,8.9,8.1,1.2,9.2
2026060,carla oliveira 36,FILOSOFIA,1 bimestre,7.1,7.8,1.6,9.7
2026060,carla oliveira 36,FILOSOFIA,2 bimestre,8.5,8.6,0.7,8.3
2026060,carla oliveira 36,GEOGRAFIA,1 bimestre,8.6,7.7,0.9,8.1
2026060,carla oliveira 36,GEOGRAFIA,2 bimestre,7.1,8.0,0.8,8.0
2026060,carla oliveira 36,HISTÓRIA,1 bimestre,7.4,9.7,1.4,9.0
2026060,carla oliveira 36,HISTÓRIA,2 bimestre,9.4,8.5,0.6,8.6
2026060,carla oliveira 36,MATEMÁTICA,1 bimestre,8.8,9.2,1.1,7.4
2026060,carla oliveira 36,MATEMÁTICA,2 bimestre,7.9,8.1,1.5,8.7
2026061,mariana ferreira 42,ARTE,1 bimestre,7.0,7.7,1.0,8.5
2026061,mariana ferreira 42,ARTE,2 bimestre,9.6,7.3,1.7,7.2
2026061,mariana ferreira 42,CIÊNCIAS,1 bimestre,9.5,7.2,0.5,9.1
2026061,mariana ferreira 42,CIÊNCIAS,2 bimestre,10.0,9.7,1.4,9.8
2026061,mariana ferreira 42,COOPERATIVISMO,1 bimestre,7.0,9.9,1.2,9.2
2026061,mariana ferreira 42,COOPERATIVISMO,2 bimestre,9.5,9.2,1.3,8.4
2026061,mariana ferreira 42,EDUCAÇÃO FÍSICA,1 bimestre,9.5,7.6,2.0,9.1
2026061,mariana ferreira 42,EDUCAÇÃO FÍSICA,2 bimestre,7.6,9.2,1.3,9.1
2026061,mariana ferreira 42,FILOSOFIA,1 bimestre,9.3,7.3,1.3,9.8
2026061,mariana ferreira 42,FILOSOFIA,2 bimestre,8.0,8.8,1.1,8.4
2026061,mariana ferreira 42,GEOGRAFIA,1 bimestre,8.6,8.6,0.8,9.1
2026061,mariana ferreira 42,GEOGRAFIA,2 bimestre,7.3,7.4,0.5,7.4
2026061,mariana ferreira 42,HISTÓRIA,1 bimestre,8.4,8.8,1.7,7.3
2026061,mariana ferreira 42,HISTÓRIA,2 bimestre,9.6,9.2,1.1,9.8
2026061,mariana ferreira 42,MATEMÁTICA,1 bimestre,10.0,7.6,1.1,9.8
2026061,mariana ferreira 42,MATEMÁTICA,2 bimestre,9.2,7.1,1.7,9.5
2026062,eduarda oliveira 94,ARTE,1 bimestre,7.6,7.7,1.5,9.7
2026062,eduarda oliveira 94,ARTE,2 bimestre,7.9,8.8,1.5,8.4
2026062,eduarda oliveira 94,CIÊNCIAS,1 bimestre,9.1,9.7,1.4,8.6
2026062,eduarda oliveira 94,CIÊNCIAS,2 bimestre,8.3,8.7,1.0,8.2
2026062,eduarda oliveira 94,COOPERATIVISMO,1 bimestre,8.6,7.2,0.8,8.6
2026062,eduarda oliveira 94,COOPERATIVISMO,2 bimestre,8.3,8.0,1.6,9.1
2026062,eduarda oliveira 94,EDUCAÇÃO FÍSICA,1 bimestre,7.5,9.6,1.2,9.2
2026062,eduarda oliveira 94,EDUCAÇÃO FÍSICA,2 bimestre,8.7,10.0,1.6,9.1
2026062,eduarda oliveira 94,FILOSOFIA,1 bimestre,9.3,7.4,0.8,9.1
2026062,eduarda oliveira 94,FILOSOFIA,2 bimestre,8.5,9.3,0.7,8.6
2026062,eduarda oliveira 94,GEOGRAFIA,1 bimestre,8.1,8.4,1.4,8.5
2026062,eduarda oliveira 94,GEOGRAFIA,2 bimestre,8.6,8.5,1.1,9.3
2026062,eduarda oliveira 94,HISTÓRIA,1 bimestre,7.0,8.8,1.3,9.1
2026062,eduarda oliveira 94,HISTÓRIA,2 bimestre,8.8,9.5,1.9,8.0
2026062,eduarda oliveira 94,MATEMÁTICA,1 bimestre,7.7,8.3,0.9,8.8
2026062,eduarda oliveira 94,MATEMÁTICA,2 bimestre,9.7,7.4,0.7,7.8
2026063,henrique souza 77,ARTE,1 bimestre,9.4,7.1,1.5,9.3
2026063,henrique souza 77,ARTE,2 bimestre,8.1,7.2,0.6,7.3
2026063,henrique souza 77,CIÊNCIAS,1 bimestre,9.5,9.7,0.7,7.7
2026063,henrique souza 77,CIÊNCIAS,2 bimestre,7.5,7.6,1.8,8.0
2026063,henrique souza 77,COOPERATIVISMO,1 bimestre,7.9,7.7,1.4,8.1
2026063,henrique souza 77,COOPERATIVISMO,2 bimestre,9.2,7.6,1.7,8.8
2026063,henrique souza 77,EDUCAÇÃO FÍSICA,1 bimestre,7.3,8.2,1.8,9.8
2026063,henrique souza 77,EDUCAÇÃO FÍSICA,2 bimestre,8.4,8.4,1.9,8.8
2026063,henrique souza 77,FILOSOFIA,1 bimestre,7.1,9.7,0.9,8.7
2026063,henrique souza 77,FILOSOFIA,2 bimestre,7.5,7.1,1.0,9.3
2026063,henrique souza 77,GEOGRAFIA,1 bimestre,7.8,7.7,0.8,8.5
2026063,henrique souza 77,GEOGRAFIA,2 bimestre,9.9,8.4,1.3,9.6
2026063,henrique souza 77,HISTÓRIA,1 bimestre,8.6,7.6,0.9,7.9
2026063,henrique souza 77,HISTÓRIA,2 bimestre,8.2,8.3,1.7,8.0
2026063,henrique souza 77,MATEMÁTICA,1 bimestre,8.4,8.9,1.1,9.5
2026063,henrique souza 77,MATEMÁTICA,2 bimestre,8.8,7.9,1.6,8.6
2026064,paula santos 47,ARTE,1 bimestre,9.3,7.3,1.0,7.2
2026064,paula santos 47,ARTE,2 bimestre,9.3,7.8,1.8,8.6
2026064,paula santos 47,CIÊNCIAS,1 bimestre,9.4,9.9,1.8,9.6
2026064,paula santos 47,CIÊNCIAS,2 bimestre,8.2,8.7,0.9,7.6
2026064,paula santos 47,COOPERATIVISMO,1 bimestre,8.5,8.8,1.0,8.7
2026064,paula santos 47,COOPERATIVISMO,2 bimestre,9.7,8.7,1.6,9.4
2026064,paula santos 47,EDUCAÇÃO FÍSICA,1 bimestre,10.0,8.8,1.7,9.9
2026064,paula santos 47,EDUCAÇÃO FÍSICA,2 bimestre,9.8,7.4,1.1,8.0
2026064,paula santos 47,FILOSOFIA,1 bimestre,7.3,8.9,1.6,9.5
2026064,paula santos 47,FILOSOFIA,2 bimestre,7.4,9.6,1.5,9.1
2026064,paula santos 47,GEOGRAFIA,1 bimestre,9.7,8.9,1.0,9.5
2026064,paula santos 47,GEOGRAFIA,2 bimestre,8.1,7.1,1.7,8.0
2026064,paula santos 47,HISTÓRIA,1 bimestre,9.3,8.1,1.8,7.7
2026064,paula santos 47,HISTÓRIA,2 bimestre,9.9,9.3,0.7,8.7
2026064,paula santos 47,MATEMÁTICA,1 bimestre,10.0,8.4,0.8,8.5
2026064,paula santos 47,MATEMÁTICA,2 bimestre,8.5,9.2,1.5,8.2
2026065,isabela ferreira 31,ARTE,1 bimestre,9.5,10.0,1.3,7.5
2026065,isabela ferreira 31,ARTE,2 bimestre,7.8,7.1,1.9,7.4
2026065,isabela ferreira 31,CIÊNCIAS,1 bimestre,8.7,7.8,1.3,9.0
2026065,isabela ferreira 31,CIÊNCIAS,2 bimestre,9.5,7.6,0.5,7.4
2026065,isabela ferreira 31,COOPERATIVISMO,1 bimestre,9.7,9.6,1.4,8.8
2026065,isabela ferreira 31,COOPERATIVISMO,2 bimestre,9.0,7.5,1.9,8.3
2026065,isabela ferreira 31,EDUCAÇÃO FÍSICA,1 bimestre,8.1,8.6,0.6,7.5
2026065,isabela ferreira 31,EDUCAÇÃO FÍSICA,2 bimestre,9.2,7.2,1.4,7.7
2026065,isabela ferreira 31,FILOSOFIA,1 bimestre,8.2,7.9,1.0,9.2
2026065,isabela ferreira 31,FILOSOFIA,2 bimestre,7.9,8.7,1.2,9.0
2026065,isabela ferreira 31,GEOGRAFIA,1 bimestre,9.8,9.2,0.8,7.1
2026065,isabela ferreira 31,GEOGRAFIA,2 bimestre,7.8,8.8,0.6,8.5
2026065,isabela ferreira 31,HISTÓRIA,1 bimestre,8.8,8.0,1.7,7.3
2026065,isabela ferreira 31,HISTÓRIA,2 bimestre,7.2,9.2,1.2,9.1
2026065,isabela ferreira 31,MATEMÁTICA,1 bimestre,8.3,7.7,1.7,9.4
2026065,isabela ferreira 31,MATEMÁTICA,2 bimestre,9.1,7.8,1.4,8.1
2026066,lucas silva 70,ARTE,1 bimestre,9.4,9.1,1.3,7.3
2026066,lucas silva 70,ARTE,2 bimestre,9.9,9.3,1.5,9.3
2026066,lucas silva 70,CIÊNCIAS,1 bimestre,9.2,8.9,2.0,9.7
2026066,lucas silva 70,CIÊNCIAS,2 bimestre,8.9,9.1,0.6,9.0
2026066,lucas silva 70,COOPERATIVISMO,1 bimestre,7.1,8.8,2.0,8.7
2026066,lucas silva 70,COOPERATIVISMO,2 bimestre,8.4,7.9,0.7,9.2
2026066,lucas silva 70,EDUCAÇÃO FÍSICA,1 bimestre,7.6,7.3,1.1,9.4
2026066,lucas silva 70,EDUCAÇÃO FÍSICA,2 bimestre,9.2,7.2,1.2,8.6
2026066,lucas silva 70,FILOSOFIA,1 bimestre,8.9,9.0,1.0,8.7
2026066,lucas silva 70,FILOSOFIA,2 bimestre,8.4,9.7,1.3,8.3
2026066,lucas silva 70,GEOGRAFIA,1 bimestre,8.2,8.7,1.7,8.6
2026066,lucas silva 70,GEOGRAFIA,2 bimestre,9.0,9.2,1.3,8.3
2026066,lucas silva 70,HISTÓRIA,1 bimestre,9.6,8.3,1.2,10.0
2026066,lucas silva 70,HISTÓRIA,2 bimestre,7.0,7.6,1.1,9.8
2026066,lucas silva 70,MATEMÁTICA,1 bimestre,7.2,7.0,0.6,7.3
2026066,lucas silva 70,MATEMÁTICA,2 bimestre,7.1,8.4,1.4,7.8
2026067,joão lima 93,ARTE,1 bimestre,9.2,7.7,0.7,8.1
2026067,joão lima 93,ARTE,2 bimestre,7.9,7.9,0.9,7.1
2026067,joão lima 93,CIÊNCIAS,1 bimestre,7.1,10.0,1.1,8.2
2026067,joão lima 93,CIÊNCIAS,2 bimestre,9.0,7.7,1.9,9.4
2026067,joão lima 93,COOPERATIVISMO,1 bimestre,7.3,8.3,1.8,9.8
2026067,joão lima 93,COOPERATIVISMO,2 bimestre,8.4,8.8,0.8,10.0
2026067,joão lima 93,EDUCAÇÃO FÍSICA,1 bimestre,7.7,9.8,1.5,8.8
2026067,joão lima 93,EDUCAÇÃO FÍSICA,2 bimestre,8.5,7.7,0.8,7.7
2026067,joão lima 93,FILOSOFIA,1 bimestre,7.6,9.3,1.0,7.2
2026067,joão lima 93,FILOSOFIA,2 bimestre,9.9,9.7,1.9,10.0
2026067,joão lima 93,GEOGRAFIA,1 bimestre,7.5,8.2,1.6,9.1
2026067,joão lima 93,GEOGRAFIA,2 bimestre,7.5,9.4,0.8,7.7
2026067,joão lima 93,HISTÓRIA,1 bimestre,8.6,8.8,1.4,7.3
2026067,joão lima 93,HISTÓRIA,2 bimestre,9.6,7.8,0.7,9.7
2026067,joão lima 93,MATEMÁTICA,1 bimestre,9.9,9.6,1.7,9.0
2026067,joão lima 93,MATEMÁTICA,2 bimestre,8.7,7.3,1.1,8.1
2026068,henrique rodrigues 57,ARTE,1 bimestre,8.5,7.2,0.8,9.0
2026068,henrique rodrigues 57,ARTE,2 bimestre,7.2,9.6,1.2,8.4
2026068,henrique rodrigues 57,CIÊNCIAS,1 bimestre,8.8,9.5,1.0,9.0
2026068,henrique rodrigues 57,CIÊNCIAS,2 bimestre,8.7,7.8,1.8,9.4
2026068,henrique rodrigues 57,COOPERATIVISMO,1 bimestre,9.0,9.6,1.8,9.1
2026068,henrique rodrigues 57,COOPERATIVISMO,2 bimestre,9.5,9.1,1.5,8.9
2026068,henrique rodrigues 57,EDUCAÇÃO FÍSICA,1 bimestre,9.3,7.5,1.8,9.6
2026068,henrique rodrigues 57,EDUCAÇÃO FÍSICA,2 bimestre,7.1,9.5,0.7,8.0
2026068,henrique rodrigues 57,FILOSOFIA,1 bimestre,9.2,7.5,1.7,9.5
2026068,henrique rodrigues 57,FILOSOFIA,2 bimestre,8.5,7.0,0.9,8.9
2026068,henrique rodrigues 57,GEOGRAFIA,1 bimestre,9.9,8.9,0.9,8.9
2026068,henrique rodrigues 57,GEOGRAFIA,2 bimestre,8.6,9.3,0.7,9.3
2026068,henrique rodrigues 57,HISTÓRIA,1 bimestre,8.6,9.9,1.0,8.9
2026068,henrique rodrigues 57,HISTÓRIA,2 bimestre,9.8,7.3,1.9,9.1
2026068,henrique rodrigues 57,MATEMÁTICA,1 bimestre,7.2,7.9,1.6,7.2
2026068,henrique rodrigues 57,MATEMÁTICA,2 bimestre,8.7,8.0,1.4,7.1
2026069,rafael souza 61,ARTE,1 bimestre,9.3,7.1,0.5,8.0
2026069,rafael souza 61,ARTE,2 bimestre,8.5,9.3,1.5,8.3
2026069,rafael souza 61,CIÊNCIAS,1 bimestre,7.8,10.0,1.1,8.4
2026069,rafael souza 61,CIÊNCIAS,2 bimestre,7.5,9.4,1.5,7.7
2026069,rafael souza 61,COOPERATIVISMO,1 bimestre,7.2,9.0,1.5,7.8
2026069,rafael souza 61,COOPERATIVISMO,2 bimestre,9.9,7.5,1.1,9.8
2026069,rafael souza 61,EDUCAÇÃO FÍSICA,1 bimestre,8.3,8.9,1.1,7.8
2026069,rafael souza 61,EDUCAÇÃO FÍSICA,2 bimestre,10.0,8.2,1.8,7.7
2026069,rafael souza 61,FILOSOFIA,1 bimestre,7.6,7.1,1.5,8.1
2026069,rafael souza 61,FILOSOFIA,2 bimestre,9.6,8.4,2.0,7.6
2026069,rafael souza 61,GEOGRAFIA,1 bimestre,9.6,9.3,1.7,9.5
2026069,rafael souza 61,GEOGRAFIA,2 bimestre,9.3,8.9,0.7,7.1
2026069,rafael souza 61,HISTÓRIA,1 bimestre,9.8,8.8,1.7,8.4
2026069,rafael souza 61,HISTÓRIA,2 bimestre,7.4,7.4,1.5,8.3
2026069,rafael souza 61,MATEMÁTICA,1 bimestre,7.6,8.5,0.6,8.7
2026069,rafael souza 61,MATEMÁTICA,2 bimestre,7.8,9.4,1.0,8.4
2026070,henrique rodrigues 27,ARTE,1 bimestre,9.0,8.2,2.0,9.2
2026070,henrique rodrigues 27,ARTE,2 bimestre,9.0,9.3,1.9,9.7
2026070,henrique rodrigues 27,CIÊNCIAS,1 bimestre,9.2,9.2,0.7,7.3
2026070,henrique rodrigues 27,CIÊNCIAS,2 bimestre,8.7,7.1,1.2,7.6
2026070,henrique rodrigues 27,COOPERATIVISMO,1 bimestre,8.0,9.3,1.9,7.2
2026070,henrique rodrigues 27,COOPERATIVISMO,2 bimestre,8.6,9.6,0.6,9.5
2026070,henrique rodrigues 27,EDUCAÇÃO FÍSICA,1 bimestre,8.1,8.0,2.0,7.6
2026070,henrique rodrigues 27,EDUCAÇÃO FÍSICA,2 bimestre,9.1,9.5,0.6,9.0
2026070,henrique rodrigues 27,FILOSOFIA,1 bimestre,9.9,7.4,1.8,8.8
2026070,henrique rodrigues 27,FILOSOFIA,2 bimestre,8.8,8.8,0.9,9.8
2026070,henrique rodrigues 27,GEOGRAFIA,1 bimestre,9.8,8.9,1.7,8.8
2026070,henrique rodrigues 27,GEOGRAFIA,2 bimestre,8.5,9.0,1.3,8.8
2026070,henrique rodrigues 27,HISTÓRIA,1 bimestre,9.4,8.4,0.6,7.5
2026070,henrique rodrigues 27,HISTÓRIA,2 bimestre,8.3,9.2,1.4,9.0
2026070,henrique rodrigues 27,MATEMÁTICA,1 bimestre,8.4,8.8,1.0,8.4
2026070,henrique rodrigues 27,MATEMÁTICA,2 bimestre,9.2,9.6,1.2,7.1
2026071,lucas santos 79,ARTE,1 bimestre,9.2,7.7,2.0,9.9
2026071,lucas santos 79,ARTE,2 bimestre,9.0,7.6,1.5,7.2
2026071,lucas santos 79,CIÊNCIAS,1 bimestre,7.1,7.8,1.2,9.6
2026071,lucas santos 79,CIÊNCIAS,2 bimestre,9.2,9.2,1.1,8.0
2026071,lucas santos 79,COOPERATIVISMO,1 bimestre,8.1,10.0,0.6,9.6
2026071,lucas santos 79,COOPERATIVISMO,2 bimestre,8.7,8.3,1.6,8.5
2026071,lucas santos 79,EDUCAÇÃO FÍSICA,1 bimestre,9.6,9.7,1.1,7.8
2026071,lucas santos 79,EDUCAÇÃO FÍSICA,2 bimestre,8.8,9.7,0.8,8.9
2026071,lucas santos 79,FILOSOFIA,1 bimestre,8.9,9.2,0.7,9.1
2026071,lucas santos 79,FILOSOFIA,2 bimestre,9.7,7.5,0.9,9.9
2026071,lucas santos 79,GEOGRAFIA,1 bimestre,7.5,9.6,1.2,7.7
2026071,lucas santos 79,GEOGRAFIA,2 bimestre,9.6,8.3,1.3,8.1
2026071,lucas santos 79,HISTÓRIA,1 bimestre,8.8,7.5,1.1,9.9
2026071,lucas santos 79,HISTÓRIA,2 bimestre,7.8,9.0,1.0,9.3
2026071,lucas santos 79,MATEMÁTICA,1 bimestre,7.4,9.9,1.2,7.7
2026071,lucas santos 79,MATEMÁTICA,2 bimestre,7.2,7.5,1.3,8.0
2026072,isabela silva 14,ARTE,1 bimestre,7.7,8.9,1.6,7.5
2026072,isabela silva 14,ARTE,2 bimestre,7.5,7.1,1.6,9.0
2026072,isabela silva 14,CIÊNCIAS,1 bimestre,8.4,9.5,1.7,8.8
2026072,isabela silva 14,CIÊNCIAS,2 bimestre,9.6,7.6,0.7,7.8
2026072,isabela silva 14,COOPERATIVISMO,1 bimestre,7.2,8.6,1.9,7.1
2026072,isabela silva 14,COOPERATIVISMO,2 bimestre,7.4,8.4,1.9,7.9
2026072,isabela silva 14,EDUCAÇÃO FÍSICA,1 bimestre,8.5,7.1,0.7,10.0
2026072,isabela silva 14,EDUCAÇÃO FÍSICA,2 bimestre,9.9,7.0,1.9,8.9
2026072,isabela silva 14,FILOSOFIA,1 bimestre,9.6,8.4,1.3,8.5
2026072,isabela silva 14,FILOSOFIA,2 bimestre,9.0,7.4,0.5,7.9
2026072,isabela silva 14,GEOGRAFIA,1 bimestre,9.1,7.6,1.5,9.9
2026072,isabela silva 14,GEOGRAFIA,2 bimestre,7.3,9.0,1.2,9.6
2026072,isabela silva 14,HISTÓRIA,1 bimestre,7.5,9.1,1.8,9.8
2026072,isabela silva 14,HISTÓRIA,2 bimestre,9.0,8.5,1.4,9.6
2026072,isabela silva 14,MATEMÁTICA,1 bimestre,8.7,7.1,1.9,9.1
2026072,isabela silva 14,MATEMÁTICA,2 bimestre,9.0,7.6,1.5,8.2
2026073,eduarda lima 71,ARTE,1 bimestre,9.0,10.0,0.6,9.9
2026073,eduarda lima 71,ARTE,2 bimestre,8.2,9.6,1.7,8.7
2026073,eduarda lima 71,CIÊNCIAS,1 bimestre,9.2,9.6,1.1,8.0
2026073,eduarda lima 71,CIÊNCIAS,2 bimestre,9.0,9.4,1.6,9.4
2026073,eduarda lima 71,COOPERATIVISMO,1 bimestre,8.3,9.5,0.7,8.6
2026073,eduarda lima 71,COOPERATIVISMO,2 bimestre,7.0,8.0,1.0,8.2
2026073,eduarda lima 71,EDUCAÇÃO FÍSICA,1 bimestre,9.1,8.2,1.2,7.7
2026073,eduarda lima 71,EDUCAÇÃO FÍSICA,2 bimestre,8.1,7.7,0.6,8.8
2026073,eduarda lima 71,FILOSOFIA,1 bimestre,9.0,8.9,1.2,8.1
2026073,eduarda lima 71,FILOSOFIA,2 bimestre,9.6,8.6,1.2,7.1
2026073,eduarda lima 71,GEOGRAFIA,1 bimestre,8.0,8.1,1.1,8.7
2026073,eduarda lima 71,GEOGRAFIA,2 bimestre,8.6,8.8,1.6,9.4
2026073,eduarda lima 71,HISTÓRIA,1 bimestre,9.2,9.9,0.5,7.6
2026073,eduarda lima 71,HISTÓRIA,2 bimestre,7.0,8.9,1.8,7.7
2026073,eduarda lima 71,MATEMÁTICA,1 bimestre,9.8,7.2,1.9,8.1
2026073,eduarda lima 71,MATEMÁTICA,2 bimestre,7.3,8.5,0.9,7.9
2026074,nathalia oliveira 17,ARTE,1 bimestre,7.9,8.8,1.6,7.8
2026074,nathalia oliveira 17,ARTE,2 bimestre,8.2,7.4,0.8,9.0
2026074,nathalia oliveira 17,CIÊNCIAS,1 bimestre,7.5,8.6,1.6,7.3
2026074,nathalia oliveira 17,CIÊNCIAS,2 bimestre,8.7,7.8,1.9,8.5
2026074,nathalia oliveira 17,COOPERATIVISMO,1 bimestre,9.4,8.7,0.6,8.9
2026074,nathalia oliveira 17,COOPERATIVISMO,2 bimestre,9.9,8.8,1.7,9.7
2026074,nathalia oliveira 17,EDUCAÇÃO FÍSICA,1 bimestre,7.7,7.6,1.4,8.2
2026074,nathalia oliveira 17,EDUCAÇÃO FÍSICA,2 bimestre,9.5,9.7,1.0,7.7
2026074,nathalia oliveira 17,FILOSOFIA,1 bimestre,9.3,7.8,1.7,8.3
2026074,nathalia oliveira 17,FILOSOFIA,2 bimestre,9.0,7.3,1.4,8.4
2026074,nathalia oliveira 17,GEOGRAFIA,1 bimestre,8.8,7.5,1.6,9.6
2026074,nathalia oliveira 17,GEOGRAFIA,2 bimestre,7.7,7.3,0.5,8.9
2026074,nathalia oliveira 17,HISTÓRIA,1 bimestre,8.8,8.6,0.8,8.2
2026074,nathalia oliveira 17,HISTÓRIA,2 bimestre,8.8,8.5,2.0,7.4
2026074,nathalia oliveira 17,MATEMÁTICA,1 bimestre,9.1,8.2,1.1,9.2
2026074,nathalia oliveira 17,MATEMÁTICA,2 bimestre,9.1,10.0,0.7,7.3
2026075,felipe gomes 41,ARTE,1 bimestre,7.8,7.2,0.6,9.7
2026075,felipe gomes 41,ARTE,2 bimestre,7.6,8.0,0.8,8.1
2026075,felipe gomes 41,CIÊNCIAS,1 bimestre,7.2,8.6,0.6,9.4
2026075,felipe gomes 41,CIÊNCIAS,2 bimestre,7.7,8.6,1.8,9.0
2026075,felipe gomes 41,COOPERATIVISMO,1 bimestre,8.6,8.0,1.0,9.0
2026075,felipe gomes 41,COOPERATIVISMO,2 bimestre,10.0,9.0,1.3,9.2
2026075,felipe gomes 41,EDUCAÇÃO FÍSICA,1 bimestre,8.4,7.2,1.3,9.9
